Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status
1960-UYCNN,Male,35.0,No,0.0,Julian,92036.0,0.0,10.0,None,Yes,26.43,Yes,Yes,Fiber Optic,13.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-7.0,1021.55,0.0,0.0,264.3,1285.85,0.0
1963-SVUCV,Male,59.0,No,0.0,Flournoy,96029.0,0.0,1.0,None,Yes,28.37,No,Yes,DSL,7.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.3,45.3,0.0,30.0,28.37,103.67,1.0
1964-SVLEA,Male,59.0,No,0.0,Upland,91786.0,0.0,20.0,Offer D,Yes,30.13,No,No,No,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Mailed Check,-1.0,415.9,0.0,0.0,602.6,1018.5,0.0
1965-AKTSX,Female,65.0,No,0.0,Byron,94514.0,0.0,14.0,Offer D,Yes,16.36,Yes,Yes,Fiber Optic,6.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.95,1101.85,0.0,0.0,229.04,1330.89,1.0
1965-DDBWU,Male,37.0,No,0.0,Escondido,92027.0,0.0,16.0,None,Yes,11.96,Yes,Yes,Fiber Optic,18.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.05,1448.6,0.0,0.0,191.36,1639.96,1.0
1970-KKFWL,Female,38.0,No,0.0,Rescue,95672.0,0.0,35.0,None,Yes,6.52,Yes,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,23.3,797.1,0.0,0.0,228.2,1025.3,0.0
1971-DTCZB,Female,52.0,Yes,0.0,Yreka,96097.0,6.0,72.0,None,Yes,42.64,Yes,Yes,DSL,15.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.95,6468.6,0.0,0.0,3070.08,9538.68,0.0
1976-AZZPJ,Male,47.0,Yes,0.0,Concord,94520.0,3.0,7.0,Offer E,No,0.0,No,Yes,DSL,17.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,34.2,256.6,0.0,0.0,0.0,256.6,0.0
1976-CFOCS,Female,69.0,Yes,0.0,Dana Point,92629.0,1.0,1.0,None,Yes,7.74,No,Yes,DSL,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.0,46.0,0.0,0.0,7.74,53.74,1.0
1982-FEBTD,Female,27.0,Yes,2.0,Newport Beach,92660.0,1.0,23.0,None,Yes,25.54,Yes,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.6,514.75,0.0,0.0,587.42,1102.17,0.0
1986-PHGZF,Male,73.0,No,0.0,Greenwood,95635.0,0.0,18.0,Offer D,Yes,47.34,Yes,Yes,DSL,7.0,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,58.4,964.9,0.0,0.0,852.12,1817.02,0.0
1987-AUELQ,Female,46.0,Yes,0.0,Los Angeles,90018.0,0.0,71.0,None,Yes,44.84,Yes,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.05,1873.7,0.0,0.0,3183.64,5057.34,0.0
1989-PRJHP,Male,75.0,Yes,0.0,Pleasanton,94588.0,1.0,27.0,None,Yes,10.6,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,1893.95,0.0,0.0,286.2,2180.15,1.0
1996-DBMUS,Female,72.0,Yes,0.0,Palo Verde,92266.0,10.0,48.0,None,Yes,12.6,No,Yes,Fiber Optic,21.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,70.65,3545.05,0.0,0.0,604.8,4149.85,0.0
2000-DHJUY,Female,67.0,Yes,0.0,Menlo Park,94025.0,1.0,70.0,Offer A,Yes,18.67,Yes,Yes,DSL,21.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,92.2,6474.45,0.0,0.0,1306.9,7781.35,0.0
2001-EWBQU,Female,23.0,No,0.0,Stockton,95210.0,0.0,60.0,None,Yes,35.47,Yes,Yes,Fiber Optic,51.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,104.7,6333.8,0.0,150.0,2128.2,8612.0,0.0
2001-MCUUW,Male,51.0,No,0.0,Corona,92879.0,0.0,46.0,None,Yes,37.5,Yes,Yes,Fiber Optic,22.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,108.65,4903.2,0.0,0.0,1725.0,6628.2,0.0
2003-CKLOR,Male,62.0,No,0.0,Igo,96047.0,0.0,66.0,Offer A,Yes,25.82,No,Yes,Cable,26.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,99.5,6710.5,0.0,0.0,1704.12,8414.62,1.0
2005-DWQZJ,Female,26.0,Yes,1.0,Stevenson Ranch,91381.0,1.0,8.0,None,Yes,42.67,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.05,201.7,0.0,0.0,341.36,543.06,0.0
2007-QVGAW,Female,51.0,Yes,1.0,Cypress,90630.0,10.0,68.0,Offer A,Yes,46.61,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.35,1292.65,0.0,0.0,3169.48,4462.13,0.0
2011-TRQYE,Male,59.0,No,0.0,Deer Park,94576.0,0.0,18.0,Offer D,No,0.0,No,Yes,DSL,26.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,33.5,600.0,0.0,0.0,0.0,600.0,1.0
2012-NWRPA,Female,78.0,Yes,0.0,Modesto,95355.0,1.0,11.0,Offer D,Yes,1.28,Yes,Yes,Fiber Optic,14.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,1131.2,0.0,0.0,14.08,1145.28,1.0
2014-MKGMH,Female,45.0,No,0.0,Riverside,92508.0,0.0,46.0,Offer B,Yes,27.97,Yes,Yes,Fiber Optic,22.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.1,4674.4,0.0,0.0,1286.62,5961.02,0.0
2018-PZKMU,Male,32.0,Yes,3.0,Santa Ana,92701.0,10.0,9.0,Offer E,Yes,44.37,No,Yes,Fiber Optic,57.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,103.1,970.45,18.62,0.0,399.33,1351.16,0.0
2019-HDCZY,Male,35.0,Yes,0.0,Farmersville,93223.0,4.0,63.0,None,Yes,2.72,Yes,Yes,Fiber Optic,22.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,102.6,6296.75,0.0,0.0,171.36,6468.11,0.0
2023-VQFDL,Male,42.0,No,0.0,Riverside,92506.0,0.0,18.0,Offer D,Yes,33.16,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.0,348.8,0.0,0.0,596.88,945.68,0.0
2024-BASKD,Female,23.0,No,0.0,Exeter,93221.0,0.0,1.0,Offer E,Yes,22.16,No,Yes,Fiber Optic,47.0,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,74.6,74.6,0.0,10.0,22.16,106.76,1.0
2025-JKFWI,Male,31.0,No,0.0,Burbank,91501.0,0.0,13.0,None,Yes,24.14,Yes,Yes,Fiber Optic,21.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.0,1301.7,0.0,0.0,313.82,1615.52,1.0
2026-TGDHM,Female,54.0,No,0.0,Cloverdale,95425.0,0.0,7.0,None,Yes,19.21,No,Yes,Fiber Optic,16.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,79.3,523.15,0.0,10.0,134.47,667.62,1.0
2027-CWDNU,Male,45.0,Yes,3.0,Venice,90291.0,1.0,18.0,None,Yes,28.04,No,Yes,Fiber Optic,28.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,1601.5,0.0,0.0,504.72,2106.22,0.0
2027-DNKIV,Male,28.0,Yes,3.0,Spring Valley,91977.0,1.0,37.0,None,Yes,35.67,No,Yes,DSL,76.0,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,58.75,2203.1,0.0,0.0,1319.79,3522.89,0.0
2027-FECZV,Male,44.0,No,0.0,Bodfish,93205.0,0.0,12.0,None,Yes,25.19,Yes,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.7,1253.9,0.0,0.0,302.28,1556.18,1.0
2027-WKXMW,Female,49.0,Yes,0.0,Montara,94037.0,10.0,63.0,Offer B,Yes,20.37,Yes,Yes,Fiber Optic,26.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,108.75,6871.7,0.0,0.0,1283.31,8155.01,0.0
2030-BTZRO,Male,54.0,Yes,3.0,Northridge,91325.0,1.0,6.0,None,Yes,41.36,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.4,107.6,0.0,0.0,248.16,355.76,0.0
2034-CGRHZ,Male,73.0,No,0.0,San Francisco,94104.0,0.0,24.0,None,Yes,3.23,Yes,Yes,Fiber Optic,26.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,102.95,2496.7,0.0,0.0,77.52,2574.22,1.0
2034-GDRCN,Female,47.0,No,0.0,San Diego,92122.0,0.0,2.0,Offer E,Yes,10.53,No,Yes,Fiber Optic,8.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.4,168.2,0.0,0.0,21.06,189.26,1.0
2037-SGXHH,Male,25.0,Yes,0.0,Campo Seco,95226.0,1.0,38.0,None,Yes,49.7,Yes,Yes,Fiber Optic,30.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,3624.3,0.0,0.0,1888.6,5512.9,1.0
2037-XJFUP,Male,24.0,Yes,0.0,Temecula,92592.0,1.0,33.0,Offer C,Yes,41.8,No,Yes,Fiber Optic,41.0,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,95.8,3036.75,0.0,60.0,1379.4,4476.15,1.0
2038-OEQZH,Male,63.0,No,0.0,Menifee,92584.0,0.0,4.0,None,Yes,44.36,No,Yes,Fiber Optic,20.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,86.05,308.1,0.0,0.0,177.44,485.54,0.0
2038-YSEZE,Female,48.0,No,0.0,Los Angeles,90046.0,0.0,29.0,Offer C,Yes,13.74,Yes,Yes,DSL,2.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,67.45,1801.1,0.0,0.0,398.46,2199.56,0.0
2039-JONDJ,Male,50.0,No,0.0,Burbank,91504.0,0.0,27.0,None,Yes,20.29,No,Yes,DSL,21.0,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,55.45,1477.65,0.0,0.0,547.83,2025.48,0.0
2040-LDIWQ,Male,51.0,Yes,0.0,Woodland Hills,91367.0,8.0,65.0,Offer B,Yes,41.57,Yes,Yes,DSL,16.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.2,5324.5,0.0,0.0,2702.05,8026.55,0.0
2040-OBMLJ,Male,24.0,No,0.0,Dunlap,93621.0,0.0,31.0,None,Yes,17.18,Yes,Yes,Fiber Optic,76.0,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,81.7,2548.65,0.0,0.0,532.58,3081.23,0.0
2040-VZIKE,Female,56.0,Yes,0.0,Stevinson,95374.0,3.0,49.0,None,Yes,44.81,Yes,Yes,Fiber Optic,10.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,100.85,4847.35,0.0,0.0,2195.69,7043.04,0.0
2040-XBAVJ,Male,51.0,Yes,1.0,Malibu,90263.0,0.0,72.0,Offer A,Yes,24.95,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,114.45,8100.55,0.0,0.0,1796.4,9896.95,0.0
2041-JIJCI,Female,37.0,No,0.0,Wendel,96136.0,0.0,5.0,None,Yes,44.78,Yes,Yes,Cable,29.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,64.0,370.25,0.0,0.0,223.9,594.15,0.0
2045-BMBTJ,Female,80.0,No,0.0,South El Monte,91733.0,0.0,33.0,None,No,0.0,No,Yes,DSL,16.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,59.45,1884.65,0.0,0.0,0.0,1884.65,0.0
2050-ONYDQ,Female,48.0,Yes,1.0,Montara,94037.0,7.0,65.0,None,Yes,2.95,Yes,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,26.0,1654.85,0.0,0.0,191.75,1846.6,0.0
2054-PJOCK,Female,32.0,No,0.0,Corona,92881.0,0.0,60.0,None,Yes,16.11,Yes,Yes,Cable,18.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.55,4847.05,0.0,0.0,966.6,5813.65,0.0
2055-BFOCC,Male,65.0,Yes,0.0,Likely,96116.0,1.0,63.0,None,Yes,40.65,No,Yes,DSL,29.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84.0,5329.55,0.0,0.0,2560.95,7890.5,0.0
2055-SIFSS,Female,75.0,Yes,0.0,Westmorland,92281.0,5.0,55.0,None,Yes,29.53,Yes,Yes,Cable,29.0,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,51.65,2838.55,0.0,0.0,1624.15,4462.7,0.0
2056-EVGZL,Male,56.0,Yes,2.0,West Covina,91790.0,9.0,68.0,None,Yes,8.88,No,Yes,Fiber Optic,17.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,105.75,7322.5,0.0,0.0,603.84,7926.34,0.0
2057-BOYKM,Female,70.0,Yes,0.0,Inglewood,90305.0,10.0,72.0,None,Yes,28.09,Yes,Yes,Fiber Optic,20.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,96.6,6827.5,0.0,0.0,2022.48,8849.98,0.0
2058-DCJBE,Male,32.0,No,0.0,Los Angeles,90012.0,0.0,5.0,Offer E,Yes,31.14,No,Yes,Fiber Optic,5.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,324.6,0.0,0.0,155.7,480.3,1.0
2065-MMKGR,Female,47.0,No,0.0,Diamond Springs,95619.0,0.0,29.0,None,Yes,41.38,Yes,Yes,DSL,4.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,71.0,2080.1,0.0,0.0,1200.02,3280.12,0.0
2067-QYTCF,Female,41.0,Yes,0.0,Los Angeles,90057.0,4.0,64.0,None,Yes,8.6,Yes,Yes,Fiber Optic,21.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.15,6953.4,0.0,0.0,550.4,7503.8,0.0
2068-WWXQZ,Male,61.0,No,0.0,Whittier,90604.0,0.0,46.0,Offer B,Yes,30.25,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.05,902.0,0.0,0.0,1391.5,2293.5,0.0
2072-ZVJJX,Male,47.0,Yes,0.0,Sacramento,95818.0,5.0,68.0,Offer A,Yes,22.83,Yes,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.25,1728.2,0.0,0.0,1552.44,3280.64,0.0
2073-QBVBI,Female,59.0,Yes,0.0,Los Angeles,90077.0,10.0,41.0,None,No,0.0,No,Yes,Cable,17.0,No,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,35.45,1391.65,0.0,0.0,0.0,1391.65,0.0
2074-GKOWZ,Male,49.0,Yes,0.0,Novato,94947.0,1.0,2.0,Offer E,Yes,8.86,No,Yes,Fiber Optic,23.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,185.55,0.0,0.0,17.72,203.27,1.0
2074-GUHPQ,Female,37.0,No,2.0,Albion,95410.0,0.0,17.0,None,Yes,49.78,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,92.7,1556.85,0.0,0.0,846.26,2403.11,0.0
2075-PUEPR,Male,46.0,Yes,2.0,Newport Coast,92657.0,2.0,55.0,None,Yes,24.7,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.35,1153.25,0.0,0.0,1358.5,2511.75,0.0
2077-DDHJK,Female,48.0,Yes,0.0,Goleta,93117.0,2.0,68.0,None,Yes,27.41,Yes,Yes,DSL,9.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,70.9,4911.35,49.37,0.0,1863.88,6725.86,0.0
2077-MPJQO,Male,80.0,Yes,0.0,Menlo Park,94025.0,2.0,7.0,None,Yes,21.37,Yes,Yes,Fiber Optic,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-10.0,533.05,0.0,0.0,149.59,682.64,0.0
2079-FBMZK,Female,50.0,No,0.0,Antelope,95843.0,0.0,6.0,None,Yes,39.36,No,Yes,Fiber Optic,5.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,69.25,418.4,0.0,0.0,236.16,654.56,1.0
2082-CEFLT,Male,31.0,No,0.0,San Diego,92109.0,0.0,1.0,Offer E,Yes,11.73,No,Yes,DSL,24.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.6,45.6,0.0,0.0,11.73,57.33,1.0
2082-OJVTK,Male,25.0,Yes,0.0,San Diego,92109.0,1.0,29.0,None,Yes,4.0,Yes,Yes,Fiber Optic,48.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.2,2698.35,0.0,0.0,116.0,2814.35,1.0
2085-BOJKI,Male,33.0,Yes,0.0,Long Beach,90822.0,1.0,17.0,Offer D,Yes,28.83,No,Yes,Fiber Optic,5.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.65,1588.25,0.0,0.0,490.11,2078.36,0.0
2085-JVGAD,Male,56.0,Yes,0.0,Ivanhoe,93235.0,3.0,37.0,None,Yes,2.15,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.35,697.65,45.07,0.0,79.55,732.13,0.0
2087-QAREY,Female,60.0,Yes,0.0,Sequoia National Park,93262.0,1.0,22.0,Offer D,Yes,39.83,No,Yes,Cable,16.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.7,1178.75,0.0,0.0,876.26,2055.01,0.0
2088-IEBAU,Female,63.0,No,0.0,Poway,92064.0,0.0,68.0,None,Yes,21.82,Yes,Yes,DSL,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,88.15,6148.45,36.29,0.0,1483.76,7595.92,0.0
2091-GPPIQ,Female,56.0,Yes,0.0,Yuba City,95991.0,10.0,72.0,Offer A,Yes,26.04,Yes,Yes,Cable,6.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,78.95,5730.15,0.0,0.0,1874.88,7605.03,0.0
2091-MJTFX,Female,57.0,Yes,2.0,Auburn,95602.0,1.0,30.0,None,No,0.0,No,Yes,DSL,12.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,51.2,1561.5,0.0,0.0,0.0,1561.5,1.0
2096-XOTMO,Female,40.0,Yes,3.0,Marysville,95901.0,10.0,16.0,None,Yes,12.82,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.35,275.9,33.24,0.0,205.12,447.78,0.0
2097-YVPKN,Male,56.0,No,0.0,Healdsburg,95448.0,0.0,65.0,None,Yes,4.9,Yes,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.75,1654.75,41.74,0.0,318.5,1931.51,0.0
2101-RANCD,Female,50.0,No,0.0,El Dorado Hills,95762.0,0.0,55.0,None,Yes,8.93,Yes,Yes,Fiber Optic,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.1,4144.9,0.0,0.0,491.15,4636.05,0.0
2105-PHWON,Female,41.0,Yes,0.0,Navarro,95463.0,1.0,33.0,None,Yes,10.34,Yes,Yes,Fiber Optic,22.0,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,95.0,3008.15,0.0,60.0,341.22,3409.37,0.0
2107-FBPTK,Female,80.0,No,0.0,Ramona,92065.0,0.0,30.0,None,Yes,41.93,Yes,Yes,Fiber Optic,21.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,104.1,3121.1,0.0,0.0,1257.9,4379.0,0.0
2108-GLPQB,Male,49.0,Yes,0.0,Los Angeles,90025.0,7.0,25.0,Offer C,Yes,11.6,Yes,Yes,DSL,10.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,55.55,1405.3,0.0,0.0,290.0,1695.3,0.0
2108-XWMPY,Male,29.0,No,0.0,Cabazon,92230.0,0.0,3.0,None,No,0.0,No,Yes,DSL,85.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,35.45,106.85,0.0,0.0,0.0,106.85,1.0
2108-YKQTY,Female,42.0,No,0.0,Santa Monica,90403.0,0.0,4.0,None,Yes,9.81,No,Yes,DSL,30.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.7,151.3,0.0,0.0,39.24,190.54,1.0
2115-BFTIW,Male,52.0,No,0.0,Clearlake Oaks,95423.0,0.0,25.0,None,Yes,24.91,No,Yes,Fiber Optic,18.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,70.95,1767.35,0.0,20.0,622.75,2410.1,1.0
2120-SMPEX,Male,43.0,No,0.0,Santa Rosa,95403.0,0.0,25.0,Offer C,Yes,17.64,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.15,536.35,0.0,0.0,441.0,977.35,0.0
2121-JAFOM,Female,23.0,Yes,0.0,Danville,94526.0,1.0,72.0,None,Yes,1.67,Yes,Yes,Fiber Optic,59.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,115.55,8312.4,0.0,0.0,120.24,8432.64,0.0
2122-SZZZD,Male,60.0,No,0.0,Sacramento,95834.0,0.0,44.0,None,Yes,18.14,No,No,No,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.5,835.5,0.0,0.0,798.16,1633.66,0.0
2123-AGEEN,Female,66.0,No,0.0,Millbrae,94030.0,0.0,7.0,Offer E,Yes,26.29,No,Yes,Fiber Optic,20.0,No,No,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,84.35,609.65,29.17,10.0,184.03,774.51,0.0
2123-VSCOT,Female,39.0,Yes,0.0,Pomona,91767.0,9.0,59.0,None,Yes,24.81,Yes,Yes,Cable,24.0,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,72.1,4194.85,0.0,0.0,1463.79,5658.64,0.0
2129-ALKBS,Female,49.0,Yes,4.0,Needles,92363.0,5.0,40.0,None,Yes,49.22,Yes,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,26.2,1077.5,0.0,0.0,1968.8,3046.3,0.0
2133-TSRRM,Female,47.0,No,3.0,Rosemead,91770.0,0.0,34.0,None,Yes,32.94,No,Yes,Fiber Optic,21.0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.35,3688.6,0.0,110.0,1119.96,4918.56,0.0
2135-DQWAQ,Female,37.0,No,0.0,Santa Barbara,93111.0,0.0,5.0,Offer E,Yes,45.74,No,Yes,Fiber Optic,30.0,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,85.3,420.45,0.0,10.0,228.7,659.15,0.0
2135-RXIHG,Male,63.0,No,0.0,Carson,90745.0,0.0,1.0,Offer E,Yes,14.12,No,Yes,Cable,24.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.65,45.65,0.0,0.0,14.12,59.77,1.0
2137-DQMEV,Male,39.0,Yes,2.0,Tustin,92780.0,1.0,68.0,Offer A,No,0.0,No,Yes,DSL,19.0,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Credit Card,44.8,2983.65,0.0,0.0,0.0,2983.65,0.0
2139-FQHLM,Male,49.0,No,0.0,Corona,92879.0,0.0,19.0,Offer D,Yes,9.55,No,Yes,Fiber Optic,6.0,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,89.95,1682.4,29.64,0.0,181.45,1834.21,0.0
2141-RRYGO,Female,51.0,No,0.0,Camino,95709.0,0.0,4.0,Offer E,Yes,10.64,No,Yes,DSL,23.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.65,261.25,0.0,0.0,42.56,303.81,1.0
2143-LJULT,Female,55.0,Yes,0.0,Fresno,93650.0,1.0,67.0,None,Yes,35.34,Yes,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.25,1733.15,0.0,0.0,2367.78,4100.93,0.0
2144-BFDSO,Female,70.0,Yes,0.0,Ranchita,92066.0,1.0,50.0,Offer B,Yes,9.18,Yes,Yes,Fiber Optic,2.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,108.75,5431.9,0.0,0.0,459.0,5890.9,0.0
2144-ESWKO,Male,47.0,No,0.0,San Pedro,90732.0,0.0,43.0,None,No,0.0,No,Yes,Cable,4.0,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,35.2,1463.7,0.0,0.0,0.0,1463.7,0.0
2146-EGVDT,Male,33.0,Yes,0.0,Chatsworth,91311.0,3.0,59.0,Offer B,Yes,25.57,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.3,1192.7,0.0,0.0,1508.63,2701.33,0.0
2150-OEGBV,Male,31.0,No,0.0,Oakland,94612.0,0.0,27.0,None,Yes,33.4,No,No,No,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.1,562.6,0.0,0.0,901.8,1464.4,0.0
